Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,7,"Consider the following statements:
I. Peat and muck are organic soils.
II. Peat is an inorganic soil whereas muck is an organic soil.
III. Indurated clay is a type of clay which does not soften under prolonged wetting.
Which of these statements is/are correct?","I, II and III",II only,III only,I and III only,,D,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,8,"Consider the following statements:
I. Mica is a clay mineral.
II. The shape of clay particle is usually flaky.
III. A particle of kaolinite is electrically charged.
Which of these statements is/are correct?","I, II and III",I and III only,II and III only,II only,,D,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,9,"When the product of rock weathering is not transported as sediment but remains in place, is called",alluvial soil.,glacial soil,residual soil,aeolian soil,,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,10,Aeolian soils are,residual soils,wind deposits,gravity deposits,water deposits,,B,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,11,Black cotton soil exhibits large swelling and shrinkage due to the presence of the following clay mineral,Kaolinite,Illite,Montmorillonite,Halloysite,,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,12,The shape of clay particle is usually,angular,flaky,tubular,rounded,,B,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,13,Some of the structural strength of a clayey material that is lost by remolding is slowly recovered with time. This property of soils to undergo an isothermal gel-to-soilto-gel transformation upon agitation and subsequent to rest is termed,isotropy,anisotropy,thixotropy,allotropy,,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,14,Deposit with flocculated structure is formed when,clay particles settle on sea bed,clay particles settle on fresh water lake bed.,sand particles settle on river bed,sand particles settle on sea bed,,A,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,15,Identify the incorrect pair from the following:,Alluvial soils–Transported by running water,Lacustrine soils–Deposited at the bottom of lakes,Talus–Soil transported by gravitational force,Loess–Soil transported by glaciers,,D,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,16,Which one among the following clay minerals has the maximum swelling tendency?,Montmorillonite,Kaolinite,Illite,Halloysite,,A,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Exercises,17,Inorganic soil with high compressibility are represented by,CL,ML,MH,SH,,C,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Previous Years Questions,1,"The clay mineral primarily governing the swelling behavior of black cotton soil is [GATE, 2014]",halloysite,illite,kaolinite,montmorillonite,,D,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Previous Years Questions,2,"An earth embankment is to be constructed with compacted cohesionless soil. The volume of the embankment is 5000 m^3& and the target dry unit weight is 16.2 kN/m^3&. Three nearby sites (see the given figure) have been identified from where the required soil can be transported to the construction site. The void ratios (e) of different sites are shown in the figure. Answer the specific gravity of soil to be 2.7 for all three sites. If the cost of transportation per km is twice the cost of excavation per m3 of borrow pits, which site would you choose as the most economic solution? (Use unit weight of water = 10 kN/m^3&) [GATE, 2015]",Site X,Site Y,Site Z,Any of the sites,ROW-2235,B,,MCQ
Part-III-Unit-7-Chapter1,Geotechnical Engineering,Origin of Soils and Clay Mineralogy,Previous Years Questions,3,"The relationship between porosity (η), specific yield (S~y*) and specific retention (S~x*) of an unconfined aquifer is [GATE, 2015]",S~y* + S~x* = η,S~y* + η = S~x*,S~x* + η = S~y*,S~y* + S~x* + η = 1,,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,1,"If the porosity of a soil sample is 20%, the void ratio is",0.20,0.80,1.00,0.25,,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,2,Principle involved in the relationship between submerged unit and saturated unit weight of a soil is based on,equilibrium of floating bodies,archimedes principle,Stoke’s law.,Darcy’s law.,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,3,A soil sample has a void ratio of 0.5 and its porosity will be close to,50%,66%,100%,33%,,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,4,A borrow pit soil has a dry density of 17 kN/m^3&. How many cubic meters of this soil will be required to construct an embankment of 100 m3 volume with a dry density of 16 kN/m^3&.,94 m^3&,106 m^3&,100 m^3&,90 m^3&,,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,5,"The ratio of saturated unit weight to dry unit weight of a soil is 1.25. If the specific gravity of solids (G~s*) is 2.65, the void ratio of the soil is",0.625,0.663,0.944,1.325,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,6,The given figure indicate the weights of different pycnometers:,A,B,C,D,ROW-2242,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,7,"In a wet soil mass, air occupies one-sixth of its volume and water occupies one-third of its volume. The void ratio of the soil is",0.25,0.50,1.00,1.50,,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,8,"Consider the following statements in relation to the given table:
I. Soil is partially saturated at degree of saturation = 60%
II. Void ratio = 40%
III. Water content = 30%
IV. Saturated unit weight = 1.5 g/cc
Which of these statements is/are correct?","I, II and III","I, III and IV","II, III and IV","I, II and IV",ROW-2244,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,9,If a soil sample of weight 0.18 kg having a volume of 10^-4& m^3& and dry unit weight of 1600 kg/m^3& is mixed with 0.02 kg of water then the water content in the sample will be,30%,25%,20%,15%,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,10,"A soil sample having a void ratio of 1.3, water content of 50% and a specific gravity of 2.60, is in a state of",partial saturation,full saturation,over saturation,under saturation,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,11,"A soil sample in its natural state has mass of 2.290 kg and a volume of 1.15 × 10^−3& m^3&. After being over dried, the mass of the sample is 2.035 kg. G~s* for soil is 2.68. The void ratio of the natural soil is",0.40,0.45,0.35,0.53,,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,12,The void ratio and specific gravity of a soil are 0.65 and 2.72 respectively. The degree of saturation (in percent) corresponding to water content of 20% is,65.3,20.9,83.7,54.4,,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,13,A saturated soil mass has a total density of 22 kN/m^3& and a water content of 10%. The bulk density and dry density of this soil are,12 kN/m^3& and 20 kN/m^3& respectively,22 kN/m^3& and 20 kN/m^3& respectively,19.8 kN/m^3& and 19.8 kN/m^3& respectively,23.2 kN/m^3& and 19.8 kN/m^3& respectively,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,14,"The quantity of soil to be excavated from the borrow pit, in m^3& for a compacted earth fill of 100 m^3& is",104 cum,146 cum,98 cum,87 cum,ROW-2250,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,15,The number of truck loads of soil required to obtain 100 m^3& of compacted earth fill is,12,56,25,33,ROW-2250,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,16,A sheet of water of thickness 1 m is available to fill the voids of a cohesion less soil to a degree of saturation of 80%. The soil has a void ratio of 0.5. Find the thickness of soil layer required to accommodate this amount of water.,,,,,,3.75,,FIB
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,17,"Soil has been compacted in an embankment of a bulk density of 2.15 mg/m^3& and a water content of 12%. The value of specific gravity of soil solids is 2.65. The water table is well below the foundation level. Estimate the dry density, void ratio, degree of saturation and air content of the compacted soil",,,,,,16.3,,FIB
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,18,"A soil has a bulk density of 2.05 g/cc and water content of 18%. (G = 2.67)
The void ratio of the soil is",0.54,0.85,0.65,0.85,,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,19,"A soil has a bulk density of 2.05 g/cc and water content of 18%. (G = 2.67)
The degree of saturation of the soil is",65.70%,76.60%,89.50%,93.50%,,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,20,For determining the index properties of soil the sample should be,disturbed,undisturbed,intact,None of these,,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,21,"If w represents natural water content and w~L*, w~p*, w~s* represents liquid limit, plastic limit, shrinkage limit respectively; choose the incorrect pair from the following:",A,B,C,D,ROW-2257,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,22,Sand bath method is used to determine ______.,specific gravity,unit weight,moisture content,particle size distribution,,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,23,For a sand deposit having specific gravity 2.65 and moisture content 25%; what will be the relative density in saturated condition if loose and compacted void ratios are given as 0.92 and 0.41 respectively,49%,51%,39%,31%,,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,24,"The water content of saturated soil and the specific gravity were found to be 30% and 2.65 respectively. Assuming the unit weight of water to be 10 kN/m^3&, submerged unit weight (in kN/m^2&) and porosity of the soil are ______.","19, 0.6","9, 0.45","9, 0.6","19, 0.78",,B,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,25,Which one of the following correctly represents the dry unit weight of a soil sample which has bulk unit weight of ϒ~t* at a moisture content of w%?,A,B,C,D,ROW-2261,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,26,"A 600 cm^3& volume of moist sand weighs 1050 g. Its dry weight is 930 g and specific gravity of solids, G is 2.67. Assuming density of water as 1 g/cm^3&, the void ratio is ______.",0.72,0.64,0.48,0.91,,A,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,27,For a given soil the following unit weight is constant,ϒ,ϒ~d*,ϒ~sat*,ϒ~s*,,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Exercises,28,"A given cohesionless soil has e~max* = 0.85 and e~min* = 0.50. In the field, the soil is compacted to a mass density of 1800 kg/m^3& at a water content of 8%. 
Take mass density of water as 1000 kg/m^3& and G as 2.65. The relative density of the soil is ______.",55%,60%,65%,75%,,D,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Previous Years Questions,1,"The water content of a saturated soil and the specific gravity of soil solids were found to be 30% and 2.70 respectively. Assuming the unit weight of water to be 10 kN/m^3&, the saturated unit weight (kN/m^3&), and the void ratio of the soil are [GATE, 2007]","19.4, 0.81","18.5, 0.30","19.4, 0.45","18.5, 0.45",,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Previous Years Questions,2,"In its natural condition, a soil sample has a mass of 1.980 kg and a volume of 0.001 m^3&. After being completely dried in an oven, the mass of the sample is 1.800 kg, specific gravity G is 2.7 and unit weight of water is 10 kN/m^3&. The degree of saturation of the soil is [GATE, 2013]",0.65,0.70,0.54,0.61,,C,,MCQ
Part-III-Unit-7-Chapter2,Geotechnical Engineering,Basic Definitions and Simple Tests,Previous Years Questions,3,"A certain soil has the following properties: 
G~s* = 2.71, n = 40% and w = 20%. The degree of saturation of the soil (rounded off to the nearest percent) is ______. [GATE, 2014]",,,,,,81.3,,FIB
