Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
4,Electric Current and Its effects,11. Conductors and Isulators,Hots Worksheet,15,"Different arrangements of an electric bulb with an electric cell are shown in the gien figure.  The arrangements are labeeled as M, N, S and T respectively.
The  bulb will glow in",Arrangement N only,Arrangement T only,Both arrangements M and N,Both arrangements S and T,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),1,The metallic wires used for connections in an electric circuit is called.,Leads,Cells,Batteries ,Insulators,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),2,Most handy source of electricity which is used in torch lights are,Dry Cells,Button Cells,Batteries ,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),3,In writst watches _____ are used.,Dry Cell,Button Cell,Battery,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),4,Metals are ______ of electricity,Conductors,Non Conductors,Both,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),5,______/  ________  represents ,Electric switch,Battery,Cell,Fuse,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),6,Electricity name was given by _____,Thales,Gillbert ,Newton,Coulomb,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),7,Combination of two or more cells is called _______,Battery,Accumulators,Button Cells ,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),8,____ is a non-metal but is a Conductors of electricity,Graphite,Glass,Mercury,Water,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),9,Electric current flows from _____ terminal to _____ terminal outside the cell through the circuit.,"Postive, Negative","Negative, Positive",Both,Cannot say,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),10,An electric cell converts _____ energy into electrical energy,Chemical,Mechanical,Wind,Light,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),11,Which of the following energy conversions take place in a torch,Electrical -> Chemical -> Light,Chemical -> Electrical -> Light,Electrical -> Light -> Chemical,Light -> Chemical -> Electrical,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),12,Which of the following is an insulator?,Pure Water,Impure Water,Human Body,Earth,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),13,Car battery and mobile phone battery are rechargeable.  Hence these are called _____,Dry Cells,Accumulators,Button Cells ,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),14,"There are two types of charges, they are _____ and ______.s",Positive </sup> Neutral,Negative </sup> Neutral,Positive </sup> Negative,None,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),15,S.I. unit of charge is,Ampere,Volt,Newton,Coulomb,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),16,"The shorter, thicker vertical line in the symbol of Cell represents.",The positive terminal,The negative terminal,The direction of current,All of these,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),17,Over head electric cables passing through poles are NOT insulated because,Insulation will cause energy loss,Air is a bad conductor,The wires will get heated,It is costly,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),18,Photovoltaic cells produce electricity by sing,Wind Energy,Solar Energy,Geothermal Energy,Mechanical Energy of Water,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Single Correct Answer Type),19,What happens to a circuit when the switch is off.,The circuit is complete,There is a gap in the circuit,Electrically flows continuously,Electricity flows discontinuously,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Multiple Correct Answer type),20,The sumbol for switch,,,,,x,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Multiple Correct Answer type),21,Which of the following are conductors ?,Silver ,Copper,Aluminium,Glass,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Multiple Correct Answer type),22,Which of the following are insulators?,Glass,Plastic,Wood ,Silver,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Integer Type),26,The current passing through a conductor is 5 ampere.  Then the charge that passes through that conductor in 5 minute is ______ Coulomb.,,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Integer Type),27,"If 60 Coulomb of charge passes through a cross section of a conductor in 4 sec, the average current is ________A.",,,,,,,,
4,Electric Current and Its effects,11. Conductors and Isulators,IIT JEE Worksheet (Integer Type),28,A light ray is incident on a pl;ane mirror making an angle of 45<sup>0</sup> with respect to the surface of the mirror the value of the angle between incident ray and reflected ray is _______<sup>0</sup>.,,,,,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,1,"Statement - I : Air opposes the motion of a moving object.
Statement - II : This is called air resistance.","Statement I is correct, Statement II is incorrect","Statement II is correct, Statement I is incorrect",Both statements are correct,Both statements are incorrect.,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,2,"Assertion (A) : We have to exert yourself and pedal hard when you ride a bicycle.
Reason (R) : This is to overcome air resistance.","Both A and R are TRUE, R is the correct explanation of A","Both A and R are TRUE, R is NOT the correct explanation of A.",A is TRUE and Statement - R is FALSE,A is FALSE and R is TRUE,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,3,"Statement - I : Winds are caused due to same air pressure.
Statement - II : Wind blows from a region of high pressure to a region of low pressure.","Statement I is correct, Statement II is incorrect","Statement II is correct, Statement I is incorrect",Both statements are correct,Both statements are incorrect.,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,4,"Assertion (A) : Stretch a balloon across the mouth of a milk bottle and seal it will tape.  Keep this bottle in the hot water pan. The balloon is slowly inflated.
Reason (R) : This is because the heat from the hot water in the pan heats up the air inside the bottle, which makes the air inside the bottle expand.","Both A and R are TRUE, R is the correct explanation of A","Both A and R are TRUE, R is NOT the correct explanation of A.",A is TRUE and Statement - R is FALSE,A is FALSE and R is TRUE,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,5,The density of hot air in relation with cold air,Heavier,Lighter,Same,None,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,6,"Statement - I : In a pressure cooker where the steam comes out of the nozzle and escapes upwards.
Satement - II :  This is because steam escaping from a pressure cooker is lighter than the relative cool air surrounding it. Thus, hot air rises.","Statement I is correct, Statement II is incorrect","Statement II is correct, Statement I is incorrect",Both statements are correct,Both statements are incorrect.,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,7,Circulation of wind is due to,The warm air at the equator rises,Cold air moves in from the polar regions,Uneven heating of the earth's surface between the equator and poles,All the above,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,8,Winds are ______ at South pole.,Cold,Hot,Very Hot,None,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,9,The word monsoon is derived from the Arabic word,Meesam,Mensoon,Mausam,None,,,,
5,"Wind, Storm and Cyclones","Chapter - 5 - Wind, Storm and Cyclones",Formative Worksheet,10,Take some water in a tin can with a lid.  Heat the can till the water boils.  Immediately put the lid tightly on the can.  Put the can carefully in a shallow metallic vessel or a washbasin.  Pour fresh water over the can.  What happens to the shape of the can?,Expands,Compressed,No changes,None,,,,
